seed,budget,y_true,y_pred,min_cost,pred_cost,regret,rel_regret
12187006,50,ga,ga,21.85319831337464,21.85319831337464,0.0,0.0
32741359,50,aco,aco,44.32601546627282,44.32601546627282,0.0,0.0
157802779,50,ga,ga,26.23898414079545,26.23898414079545,0.0,0.0
140080758,50,ga,ga,27.317593759511627,27.317593759511627,0.0,0.0
25820097,50,aco,aco,25.75172821788272,25.75172821788272,0.0,0.0
90714408,50,ga,ga,33.27649287427513,33.27649287427513,0.0,0.0
129160323,50,aco,aco,82.37300432276243,82.37300432276243,0.0,0.0
46075260,50,aco,aco,47.60482825692305,47.60482825692305,0.0,0.0
47641021,50,aco,aco,24.02388763821012,24.02388763821012,0.0,0.0
618326,50,ga,ga,7172.505340404427,7172.505340404427,0.0,0.0
446521129,50,sa,sa,82.72678384155228,82.72678384155228,0.0,0.0
92010898,50,aco,aco,52.135541529585474,52.135541529585474,0.0,0.0
198502592,50,aco,aco,55.36617935096437,55.36617935096437,0.0,0.0
116195423,50,ga,ga,54.901312394442215,54.901312394442215,0.0,0.0
114470094,50,aco,aco,12.356964685130038,12.356964685130038,0.0,0.0
49176863,50,ga,ga,20.66780789425666,20.66780789425666,0.0,0.0
171794898,50,aco,aco,22.87091554398038,22.87091554398038,0.0,0.0
369529569,50,sa,sa,391.6886630007908,391.6886630007908,0.0,0.0
197545184,50,ga,ga,64.56441312194663,64.56441312194663,0.0,0.0
34985284,50,ga,ga,14.368127600044858,14.368127600044858,0.0,0.0
184440662,50,aco,aco,28.05670167462336,28.05670167462336,0.0,0.0
115985990,50,aco,aco,6.827960452018206,6.827960452018206,0.0,0.0
673227365,50,sa,sa,40.78294652186748,40.78294652186748,0.0,0.0
66370315,50,aco,aco,39.03805802347218,39.03805802347218,0.0,0.0
187382697,50,sa,sa,176.75138768416653,176.75138768416653,0.0,0.0
77310696,50,ga,ga,36.12359565460529,36.12359565460529,0.0,0.0
72284304,50,aco,aco,9.567097644478748,9.567097644478748,0.0,0.0
