f_n_robots,f_path_length,f_alpha,f_beta,f_gamma,f_energy_budget,f_communication_radius,f_connectivity_threshold,f_map_height,f_map_width,f_obstacle_frac,f_unexplored_frac,f_start_mean_pairwise_manhattan,f_start_min_pairwise_manhattan,f_start_mean_pairwise_euclidean,f_start_min_pairwise_euclidean,f_start_connectivity_edge_frac,label,sa_cost,ga_cost,aco_cost,sa_sec,ga_sec,aco_sec,budget,seed
6.0,35.0,13505.240610900368,676.2169501214478,2.5594154108136666,35.0,6.411823233820175,23.91608691142594,20.0,20.0,0.0,1.0,9.666666666666666,5.0,8.292351434095748,5.0,1.0,aco,153.16618756853322,119.59647200600914,95.70162306320255,0.4865464920000022,12.273736313000029,16.465222354000048,50,378974
5.0,94.0,4161.709757078504,117.4473241196834,7.51697149965,94.0,12.741630822839612,6.004155113758762,20.0,20.0,0.0,1.0,10.0,5.0,8.906279600020632,5.0,0.4,ga,3618.1770985313647,32.90946958456958,7179.334463506011,1.5133191329999818,25.182203861000005,36.24732909099998,50,309163
6.0,139.0,11067.715838387516,723.988066748757,5.28942434179003,139.0,9.96274586965528,15.361829263625516,20.0,20.0,0.0,1.0,9.666666666666666,5.0,8.292351434095748,5.0,0.9333333333333333,aco,50.683593112257356,50.42703508944781,33.574647977375946,6.070414225999997,55.308565671,57.166121653000005,50,189487
2.0,138.0,6247.012745335485,1382.745568570194,4.10966431670249,138.0,12.173794423153506,8.596866424295936,20.0,20.0,0.0,1.0,10.0,10.0,7.0710678118654755,7.0710678118654755,1.0,sa,117.59049205045665,113.1214135643898,232.97498133876013,0.45847553599998037,11.75285244700001,22.971998382000038,50,388947
5.0,39.0,3863.081791213287,201.50361855165738,9.43196245199018,39.0,6.857921616900046,9.882761654299976,20.0,20.0,0.0,1.0,13.6,5.0,11.779853180184723,5.0,0.4,aco,58.385385915231495,54.705155983605344,31.706176075183862,0.37779497100001436,10.928181806999987,16.885174339999992,50,398920
5.0,116.0,5741.119302922816,915.7906867052578,0.8545466369358208,116.0,13.134862512607322,12.472557273736664,20.0,20.0,0.0,1.0,18.2,9.0,14.828761827158445,6.4031242374328485,0.3,aco,74.6242220758547,72.17716932921806,38.91942802398193,1.5294344380000098,31.963690087000032,41.83860416799996,50,319136
6.0,137.0,14259.614850700777,197.8090242633017,8.618746405789743,137.0,10.11095087424576,18.619424455816784,20.0,20.0,0.0,1.0,19.133333333333333,9.0,15.357413855244838,6.4031242374328485,0.6,aco,56.418378441416536,62.367228663221056,38.60888486310954,2.4179220819999614,47.64072719799998,55.343292577,50,269271
2.0,82.0,1620.5813022792331,128.83071419982727,5.607499490840491,82.0,7.616114755822743,20.40237641050804,20.0,20.0,0.0,1.0,10.0,10.0,7.0710678118654755,7.0710678118654755,1.0,aco,34.1358265027107,27.376444717317945,19.451120755746587,0.3120125529999882,5.902531220000014,16.498044196000023,50,468731
3.0,58.0,1060.4591132512924,164.52179604836496,7.061903001344618,58.0,19.521109859325882,14.081739588497527,20.0,20.0,0.0,1.0,13.333333333333334,10.0,10.960818704235791,7.0710678118654755,0.6666666666666666,aco,20.58216771551691,16.477851874518482,13.344766367614675,0.4088929959999632,7.913827580999964,15.802820334000046,50,458758
3.0,67.0,13761.312372133845,249.8532451308903,3.1751225960306138,67.0,14.931605763401702,10.39950798460433,20.0,20.0,0.0,1.0,6.666666666666667,5.0,5.6903559372884915,5.0,1.0,aco,174.4561584978392,146.47182164877574,87.69497644212892,0.49947267900000725,9.640643852999972,18.346640151999964,50,448785
