f_n_robots,f_path_length,f_alpha,f_beta,f_gamma,f_energy_budget,f_communication_radius,f_connectivity_threshold,f_map_height,f_map_width,f_obstacle_frac,f_unexplored_frac,f_start_mean_pairwise_manhattan,f_start_min_pairwise_manhattan,f_start_mean_pairwise_euclidean,f_start_min_pairwise_euclidean,f_start_connectivity_edge_frac,label,sa_cost,ga_cost,aco_cost,sa_sec,ga_sec,aco_sec,budget,seed
5.0,35.0,7079.931732842721,760.6617580629893,8.902930497633577,35.0,23.153993552591473,21.149400993644946,20.0,20.0,0.0,1.0,10.0,5.0,8.906279600020632,5.0,1.0,aco,98.48157288978817,97.49901156437247,61.95997949149267,0.32036566299939295,7.029803213001287,11.63074144699931,50,75016906
2.0,59.0,2933.302426850899,900.2381687701971,9.121653092761626,59.0,19.814318063698735,14.585113370966045,20.0,20.0,0.0,1.0,10.0,10.0,7.0710678118654755,7.0710678118654755,1.0,aco,128.33922044804493,113.42424507067724,85.26726316988722,0.19647840800007543,3.96160443700046,8.663734435000151,50,12466250
3.0,98.0,1291.8425810715673,200.0114613168142,9.110455580615966,98.0,6.241098924774783,13.201529610421087,20.0,20.0,0.0,1.0,6.666666666666667,5.0,5.6903559372884915,5.0,1.0,aco,17.693580716121964,13.122741619195036,10.267326201789334,0.584877649000191,10.386029553000299,19.929595734999566,50,18928754
4.0,88.0,6966.90246133038,335.5872838660391,6.791838034482497,88.0,8.369135783526545,22.023504496391478,20.0,20.0,0.0,1.0,8.333333333333334,5.0,7.2085679498940705,5.0,1.0,aco,58.58131061753062,48.2420254155559,31.18280402688736,0.7417342889966676,15.271699554003135,23.964555587001087,50,167456643
3.0,78.0,2921.006205177979,461.92848896275785,7.57036278642642,78.0,13.66500785687456,7.0853119588030875,20.0,20.0,0.0,1.0,6.666666666666667,5.0,5.6903559372884915,5.0,1.0,ga,57.611540598645874,40.180006106802864,268.062582516736,0.5757779189952998,8.121087023995642,17.780388651000976,50,189746298
6.0,119.0,15436.485327958942,306.1937179424267,3.408474036146156,119.0,16.741692986678014,6.694174481714856,20.0,20.0,0.0,1.0,9.666666666666666,5.0,8.292351434095748,5.0,0.4,ga,3175.084668405582,77.69424925751701,5717.2699707819875,3.559797363999678,31.337528201998794,38.82793699200192,50,65093771
3.0,75.0,4823.7151482227655,127.3870569973519,8.232053443081119,75.0,17.880300370679617,12.38487321196386,20.0,20.0,0.0,1.0,6.666666666666667,5.0,5.6903559372884915,5.0,1.0,aco,56.32860028054414,59.128630051089374,29.457554018778577,0.34729466599674197,7.841798899004061,19.90775367199967,50,104816230
4.0,131.0,2718.2712547809288,160.26626946194895,3.732037155145007,131.0,10.10296246169927,6.831259929417306,20.0,20.0,0.0,1.0,14.5,9.0,12.191941516243121,6.4031242374328485,0.16666666666666666,sa,2416.853343332781,2602.2733844174268,4347.456829428304,1.3732103049999864,22.994280771000007,42.414759050000015,50,99730
2.0,103.0,10911.07843104177,191.34410776552534,5.662609473244862,103.0,22.392768594862186,24.223923445332442,20.0,20.0,0.0,1.0,10.0,10.0,7.0710678118654755,7.0710678118654755,1.0,aco,128.9411946576589,120.5589003264894,68.48424789320785,0.3422629840024456,7.42255857499913,14.71601998800179,50,56586802
3.0,108.0,1673.253849486141,223.98109340684445,6.033977935435976,108.0,12.331915857333684,21.564805613257285,20.0,20.0,0.0,1.0,6.666666666666667,5.0,5.6903559372884915,5.0,1.0,aco,18.936195756365642,16.212317209286734,11.163538057586848,0.4939537090003796,12.173066458999529,21.793353923000723,50,17153560
6.0,84.0,3491.900595777709,689.7038112787302,3.010584982696642,84.0,17.261938342995244,7.660392702106333,20.0,20.0,0.0,1.0,9.666666666666666,5.0,8.292351434095748,5.0,0.6,ga,33.97896009290439,22.003303809461652,313.2792976318648,6.640552224000203,23.16796107400023,26.46714239799985,50,20125514
3.0,39.0,3033.7444608038822,1208.6450817426075,0.7883230134438939,39.0,12.190180905004368,17.875017607802732,20.0,20.0,0.0,1.0,6.666666666666667,5.0,5.6903559372884915,5.0,1.0,aco,104.85742093740834,108.27136910555114,75.45388676253415,0.15260425199994643,4.08918124199954,7.149631857000713,50,31604437
2.0,149.0,5512.444084687669,750.2766892092828,6.870335752878167,149.0,16.520834923498473,6.465606944749199,20.0,20.0,0.0,1.0,10.0,10.0,7.0710678118654755,7.0710678118654755,0.0,ga,140.8306586424929,96.90252513384988,1488.7794664889718,0.5166509150003549,9.406465676998778,22.23375412799942,50,79604486
3.0,48.0,6098.773270726438,740.9701187923705,7.10229929281575,48.0,11.814738124880229,7.36318349808865,20.0,20.0,0.0,1.0,6.666666666666667,5.0,5.6903559372884915,5.0,1.0,aco,135.7647398514254,114.02852286469428,78.55259269122536,0.26618015200074296,5.6012277729969355,10.263114139001118,50,164295202
3.0,73.0,1009.4658768950168,459.86274608996655,3.6528352949345817,73.0,21.56046256464252,24.150300650886642,20.0,20.0,0.0,1.0,6.666666666666667,5.0,5.6903559372884915,5.0,1.0,aco,26.18699448542192,24.03916394669097,16.57504952622044,0.32132213699969725,7.065951894000136,13.679103628999655,50,11558707
4.0,94.0,11540.762904901474,199.7609411232501,5.346362991855128,94.0,15.737506222213103,22.205984010704483,20.0,20.0,0.0,1.0,8.333333333333334,5.0,7.2085679498940705,5.0,1.0,aco,73.28127901123835,73.60289469667009,42.947375639182525,0.6924122910004371,15.158487902999696,24.023129637999773,50,18110968
3.0,100.0,10332.12803058886,139.03110469451647,9.414780921045917,100.0,20.285713266037227,21.011871398105725,20.0,20.0,0.0,1.0,6.666666666666667,5.0,5.6903559372884915,5.0,1.0,aco,91.9563898643156,72.10870741707318,44.076876738123204,0.5703582109999843,11.37955196400435,21.80705227999715,50,127604535
5.0,80.0,2813.187899159952,582.2807077902575,5.94276343846467,80.0,19.742079336303604,14.076596528162902,20.0,20.0,0.0,1.0,10.0,5.0,8.906279600020632,5.0,0.8,aco,25.81465432348719,22.034545606703844,15.363974192989009,0.8627254349994473,16.97766450400013,24.459237407001638,50,78447618
5.0,140.0,14165.915713918674,987.5026085185053,4.959324735632922,140.0,8.855290758577604,9.165803121431754,20.0,20.0,0.0,1.0,10.0,5.0,8.906279600020632,5.0,0.5,ga,108.38557276652335,69.81765934125781,2227.8621072282717,3.0267944740007806,27.571210748999874,37.37037638699985,50,89457810
5.0,123.0,2788.78995973709,641.7116496124581,5.250357339977179,123.0,18.63895147249658,9.680065829146725,20.0,20.0,0.0,1.0,10.0,5.0,8.906279600020632,5.0,0.5,ga,19.51583568934468,17.747257657748204,815.8092890884045,2.626895366000099,24.504583055000694,32.967628836002405,50,91502275
2.0,74.0,13093.754518085405,141.87764306552933,6.98887749188935,74.0,16.690841887582494,22.223635145743852,20.0,20.0,0.0,1.0,10.0,10.0,7.0710678118654755,7.0710678118654755,1.0,aco,185.60232480051042,214.45342640471014,104.96770692085786,0.2608936100000392,7.087689585000135,13.730797591999817,50,5225852
2.0,62.0,3064.0587957925686,626.6918611034645,5.848851996476139,62.0,19.501515131629446,14.653231825787701,20.0,20.0,0.0,1.0,10.0,10.0,7.0710678118654755,7.0710678118654755,1.0,aco,104.07615204045274,84.04542041100453,70.95091289353928,0.2065019990041037,4.443546021997463,9.0262831680011,50,177110507
